#{"t_start": 1740679402.3794188, "env_id": "Pong-v4"}
r,l,t
-19.0,334,13371.841894
-21.0,327,13374.602518
-19.0,418,13378.046672
-21.0,280,13380.346115
-21.0,259,13382.484926
-19.0,354,13385.483385
-19.0,374,13388.558613
-20.0,341,13391.361759
-20.0,330,13394.121462
-21.0,426,13397.607575
-18.0,409,13401.019658
-20.0,457,13404.834142
-21.0,357,13407.768644
-16.0,416,13411.224847
-21.0,293,13413.652925
-21.0,350,13416.641998
-20.0,296,13419.143466
-20.0,397,13422.46268
-19.0,396,13425.809286
-18.0,415,13429.299943
-20.0,319,13431.975285
-21.0,341,13434.814587
-20.0,371,13437.890144
-21.0,395,13441.166375
-21.0,371,13444.18041
-17.0,416,13447.666577
-20.0,388,13450.869883
-18.0,404,13454.217167
-18.0,381,13457.757947
-20.0,372,13460.816813
-19.0,428,13464.347001
-21.0,340,13467.17407
-21.0,302,13469.627714
-19.0,373,13472.773212
-20.0,428,13476.454828
-19.0,346,13479.362268
-20.0,402,13482.685807
-21.0,297,13485.085385
-18.0,433,13488.661955
-20.0,440,13492.267889
-21.0,281,13494.630344
-20.0,435,13498.250897
-19.0,335,13501.047535
-20.0,348,13503.913361
-21.0,315,13506.473899
-21.0,323,13509.208551
-20.0,285,13511.523508
-19.0,393,13514.845038
-20.0,328,13517.53336
-21.0,333,13520.425249
-20.0,362,13523.48147
-20.0,336,13526.256855
-21.0,362,13529.346094
-21.0,358,13532.287956
-20.0,380,13535.507145
-17.0,476,13539.511005
-20.0,365,13542.534646
-20.0,382,13545.736666
-21.0,302,13548.169607
-20.0,389,13551.428876
-21.0,333,13554.154228
-21.0,288,13556.571475
-20.0,354,13559.470566
-20.0,380,13562.660639
-18.0,341,13565.520021
-19.0,395,13568.764536
-21.0,325,13571.543555
-20.0,407,13574.837753
-21.0,377,13578.150672
-19.0,340,13580.968661
-20.0,331,13583.663366
-21.0,367,13586.725971
-19.0,437,13590.277707
-20.0,310,13592.895462
-21.0,280,13595.171685
-19.0,400,13598.482695
-20.0,339,13601.332123
-19.0,446,13605.026328
-20.0,346,13607.926477
-21.0,392,13611.095846
-21.0,266,13613.445913
-21.0,339,13616.23165
-19.0,363,13619.307913
-19.0,312,13621.920495
-17.0,395,13625.206793
-18.0,439,13628.862316
-19.0,340,13631.598487
-18.0,456,13635.4196
-21.0,339,13638.553339
-19.0,430,13642.118359
-20.0,345,13644.992092
-21.0,274,13647.183258
-21.0,389,13650.437854
-20.0,368,13653.44119
-19.0,355,13656.43902
-21.0,329,13659.123916
-21.0,283,13661.511005
-21.0,283,13663.837686
-20.0,358,13666.797552
-21.0,340,13669.673457
-21.0,315,13672.347728
-21.0,371,13675.414398
-19.0,441,13679.051845
-19.0,428,13682.546648
-21.0,295,13684.935413
-18.0,487,13688.989878
-20.0,438,13692.59076
-19.0,419,13696.107779
-18.0,421,13699.529859
-19.0,335,13702.348255
-19.0,375,13705.416424
-18.0,428,13708.948088
-20.0,344,13711.816576
-19.0,401,13715.105106
-21.0,357,13718.069344
-18.0,524,13722.42557
-20.0,381,13725.545915
-21.0,358,13728.618354
-20.0,428,13732.09521
-21.0,360,13735.087458
-20.0,426,13738.65167
-21.0,339,13741.43497
-20.0,416,13744.936719
-20.0,324,13747.641575
-21.0,442,13751.248786
-20.0,451,13754.943251
-20.0,324,13757.579455
-21.0,311,13760.187071
-20.0,415,13763.620993
-19.0,401,13766.973477
-21.0,374,13770.141869
-19.0,373,13773.189002
-18.0,406,13776.575122
-20.0,317,13779.284227
-21.0,447,13782.984031
-21.0,256,13785.161947
-19.0,477,13789.045688
-19.0,370,13792.082975
-19.0,347,13794.985831
-21.0,416,13798.352129
-19.0,376,13801.493406
-19.0,408,13804.871038
-20.0,348,13807.691731
-21.0,357,13810.667531
-20.0,343,13813.444147
-20.0,375,13816.61359
-19.0,362,13819.82301
-19.0,464,13823.834767
-20.0,360,13826.829297
-20.0,364,13829.745246
-21.0,348,13832.682507
-18.0,412,13836.103101
-21.0,329,13838.848835
-19.0,354,13841.80572
-19.0,423,13845.264072
-21.0,402,13848.610365
-18.0,432,13852.172817
-20.0,339,13854.92628
-21.0,302,13857.461717
-20.0,419,13860.836255
-17.0,444,13864.539927
-20.0,460,13868.332342
-19.0,441,13871.935618
-21.0,316,13874.583273
-21.0,431,13878.157634
-20.0,367,13881.096668
-21.0,312,13883.778172
-20.0,406,13887.093039
-19.0,403,13890.434586
-17.0,490,13894.517495
-20.0,368,13897.476538
-18.0,443,13901.189029
-21.0,333,13903.976923
-20.0,362,13906.994922
-19.0,515,13911.217566
-21.0,387,13914.484694
-19.0,454,13918.186662
-21.0,349,13921.147877
-21.0,322,13923.77693
-19.0,521,13928.097928
-20.0,417,13931.601648
-20.0,368,13934.557152
-20.0,390,13937.876273
-21.0,347,13940.871399
-21.0,370,13943.870616
-18.0,441,13947.525125
-19.0,444,13951.201962
-20.0,410,13954.559266
-21.0,329,13957.291687
-20.0,344,13960.065985
-20.0,438,13963.705287
-21.0,412,13967.089581
-21.0,469,13970.914881
-19.0,403,13974.279979
-21.0,396,13977.502536
-21.0,389,13980.633042
-21.0,353,13983.558357
-19.0,375,13986.661243
-20.0,413,13990.011145
-21.0,368,13993.016258
-21.0,355,13995.938179
-21.0,414,13999.389995
-21.0,456,14003.441785
-21.0,362,14006.452581
-20.0,295,14008.901216
-19.0,393,14012.077322
-21.0,426,14015.621313
-17.0,447,14019.318795
-20.0,376,14022.415201
-21.0,322,14025.237542
-19.0,431,14028.827783
-20.0,485,14032.795243
-20.0,354,14035.766906
-20.0,398,14039.100202
-21.0,440,14042.729394
-18.0,339,14045.583119
-20.0,479,14049.595476
-19.0,470,14053.435738
-18.0,424,14056.943687
-18.0,398,14060.232753
-20.0,413,14063.55512
-20.0,352,14066.468126
-20.0,354,14069.340292
-21.0,564,14073.982461
-21.0,357,14076.94973
-19.0,491,14080.976056
-20.0,409,14084.306766
-19.0,437,14087.899053
-19.0,419,14091.344444
-20.0,416,14094.723835
-19.0,392,14098.008406
-19.0,488,14102.051265
-20.0,328,14104.678634
-18.0,485,14108.72106
-17.0,469,14112.573761
-21.0,447,14116.252571
-20.0,379,14119.385721
-19.0,478,14123.313658
-21.0,349,14126.136876
-19.0,385,14129.352993
-19.0,385,14132.598763
-21.0,339,14135.422334
-21.0,359,14138.430278
-21.0,368,14141.433461
-21.0,275,14143.779563
-20.0,378,14146.848846
-21.0,295,14149.309224
-21.0,419,14152.674518
-21.0,330,14155.388548
-21.0,287,14157.738609
-18.0,440,14161.440493
-20.0,349,14164.409028
-19.0,403,14167.741801
-20.0,521,14172.046149
-21.0,339,14174.860105
-19.0,384,14178.014868
-19.0,476,14181.934748
-20.0,338,14185.061877
-20.0,342,14187.869818
-20.0,337,14190.702881
-21.0,387,14193.853424
-20.0,490,14197.890826
-21.0,381,14201.071512
-21.0,431,14204.530508
-19.0,321,14207.256176
-21.0,550,14211.76456
-20.0,392,14214.927336
-18.0,566,14219.534751
-20.0,372,14222.611871
-19.0,431,14226.184871
-20.0,345,14228.987382
-20.0,310,14231.591593
-20.0,357,14234.524985
-21.0,328,14237.258662
-20.0,439,14240.793084
-18.0,431,14244.319144
-21.0,327,14247.008765
-20.0,346,14249.861015
-21.0,328,14252.634554
-21.0,334,14255.373772
-20.0,333,14258.171271
-19.0,481,14262.054401
-20.0,331,14264.854264
-20.0,329,14267.581251
-21.0,359,14270.513092
-20.0,408,14273.94704
-20.0,368,14276.894993
-19.0,399,14280.195946
-21.0,424,14283.710574
-20.0,390,14286.925996
-19.0,357,14289.897999
-19.0,457,14293.677382
-19.0,359,14296.626324
-21.0,364,14299.746528
-20.0,548,14304.264136
-21.0,332,14306.988098
-21.0,447,14310.69028
-20.0,418,14314.096268
-21.0,386,14317.311354
-19.0,393,14320.556828
-20.0,336,14323.256612
-20.0,413,14326.856986
-20.0,401,14330.194674
-19.0,484,14334.140533
-21.0,438,14337.753857
-21.0,371,14340.842902
-20.0,401,14344.12068
-15.0,633,14349.361727
-19.0,434,14352.891689
-21.0,332,14355.585796
-21.0,330,14358.32044
-21.0,449,14361.984896
-21.0,395,14365.259887
-21.0,502,14369.638581
-20.0,379,14372.858871
-17.0,488,14376.801675
-21.0,339,14379.650495
-19.0,437,14383.284186
-21.0,461,14386.984014
-18.0,475,14390.88724
-20.0,359,14393.840283
-21.0,337,14396.554472
-20.0,376,14399.645946
-20.0,439,14403.237191
-21.0,336,14406.105002
-21.0,477,14410.066773
-21.0,384,14413.140725
-21.0,463,14416.955643
-21.0,342,14419.894259
-21.0,366,14423.063959
-19.0,406,14426.486508
-19.0,441,14430.209975
-20.0,455,14433.932509
-21.0,431,14437.543624
-21.0,352,14440.52364
-19.0,374,14443.5642
-21.0,370,14446.674783
-21.0,397,14449.97095
-14.0,572,14454.590562
-21.0,344,14457.53543
-20.0,450,14461.198472
-21.0,335,14463.945166
-20.0,440,14467.666608
-20.0,358,14470.679194
-19.0,505,14474.796832
-19.0,391,14478.036589
-18.0,430,14481.690741
-19.0,345,14484.48182
-19.0,339,14487.339196
-20.0,371,14490.351647
-21.0,441,14494.019754
-16.0,426,14497.552871
-21.0,408,14500.865251
-20.0,457,14504.624333
-20.0,299,14507.127717
-21.0,319,14509.692832
-19.0,421,14513.169259
-18.0,440,14516.893776
-19.0,374,14520.017017
-21.0,401,14523.286004
-20.0,466,14527.046411
-21.0,312,14529.705231
-20.0,316,14532.265139
-20.0,481,14536.246788
-21.0,361,14539.25437
-20.0,395,14542.462572
-21.0,389,14545.69528
-21.0,467,14549.862989
-19.0,444,14553.558815
-19.0,449,14557.273013
-20.0,352,14560.174716
-20.0,495,14564.190727
-18.0,626,14569.38792
-21.0,400,14572.679466
-19.0,513,14576.920837
-18.0,461,14580.680387
-19.0,383,14583.78847
-21.0,359,14586.805124
-20.0,382,14589.960584
-21.0,359,14592.966937
-21.0,380,14596.128416
-20.0,426,14599.602935
-21.0,466,14603.40461
-20.0,438,14607.041111
-20.0,527,14611.312021
-21.0,426,14614.816097
-20.0,424,14618.285204
-20.0,378,14621.375786
-19.0,406,14624.806821
-21.0,343,14627.732313
-21.0,439,14631.26158
-18.0,478,14635.198689
-20.0,464,14639.046109
-20.0,422,14642.479889
-20.0,374,14645.792195
-21.0,445,14649.491237
-20.0,491,14653.511516
-20.0,308,14656.048453
-18.0,427,14659.52981
-19.0,498,14663.652188
-21.0,361,14666.546599
-21.0,273,14668.876929
-19.0,439,14672.433819
-20.0,376,14675.537709
-20.0,375,14678.56816
-20.0,410,14681.92562
-20.0,376,14685.007283
-21.0,380,14688.086281
-19.0,424,14691.572672
-16.0,527,14695.947071
-19.0,546,14700.36977
-18.0,450,14704.009261
-20.0,368,14707.1347
-17.0,494,14711.207558
-20.0,425,14714.627598
-20.0,466,14718.460206
-20.0,369,14721.506336
-21.0,433,14725.01348
-21.0,458,14728.821602
-21.0,322,14731.784074
-20.0,378,14734.960895
-20.0,313,14737.540895
-19.0,486,14741.446214
-21.0,294,14743.926291
-20.0,400,14747.231837
-19.0,510,14751.314594
-20.0,349,14754.200737
-21.0,459,14757.923061
-21.0,458,14761.664632
-18.0,487,14765.635786
-19.0,496,14769.692736
-20.0,374,14772.716136
-21.0,419,14776.155361
-21.0,424,14779.6362
-17.0,471,14783.464509
-20.0,481,14787.317553
-18.0,464,14791.11799
-21.0,382,14794.230063
-21.0,281,14796.548437
-19.0,490,14800.61367
-19.0,458,14804.282429
-20.0,420,14807.739545
-20.0,433,14811.337689
-21.0,407,14814.652294
-21.0,413,14818.014133
-18.0,451,14821.72446
-21.0,387,14824.989085
-21.0,367,14828.093391
-21.0,344,14831.019055
-20.0,472,14834.831995
-19.0,427,14838.395527
-21.0,452,14842.327434
-21.0,390,14845.49496
-20.0,452,14849.229664
-19.0,434,14852.796688
-20.0,434,14856.355747
-20.0,381,14859.465907
-19.0,435,14863.143541
-21.0,312,14865.636031
-20.0,425,14869.045908
-20.0,489,14873.055134
-21.0,395,14876.256917
-20.0,417,14879.708331
-20.0,480,14883.64475
-16.0,485,14887.658914
-18.0,471,14891.429653
-20.0,401,14894.732595
-21.0,505,14898.890447
-21.0,453,14902.542645
-21.0,530,14906.888815
-20.0,470,14910.708128
-21.0,349,14913.900896
-20.0,570,14918.789891
-20.0,457,14922.607135
-21.0,332,14925.405859
-20.0,432,14928.931931
-20.0,459,14932.727762
-21.0,422,14936.227631
-20.0,408,14939.527233
-19.0,562,14944.066172
-19.0,497,14948.147084
-20.0,431,14951.711409
-19.0,496,14955.841105
-21.0,441,14959.327001
-18.0,406,14962.645742
-21.0,457,14966.407071
-18.0,507,14970.520399
-20.0,394,14973.802911
-20.0,492,14977.838414
-21.0,441,14981.507951
-21.0,397,14984.709244
-20.0,434,14988.283914
-20.0,459,14992.16021
-18.0,372,14995.224873
-19.0,386,14998.420356
-21.0,415,15001.806444
-20.0,434,15005.331657
-20.0,477,15009.270532
-20.0,556,15013.87994
-20.0,427,15017.48033
-19.0,475,15021.342742
-20.0,326,15024.065617
-21.0,372,15027.114793
-19.0,362,15030.227634
-21.0,369,15033.296503
-20.0,448,15036.961805
-20.0,489,15041.046511
-20.0,376,15044.174115
-21.0,359,15047.118128
-18.0,424,15050.613123
-20.0,460,15054.390774
-20.0,421,15057.808006
-21.0,388,15061.012276
-21.0,377,15064.185541
-19.0,403,15067.486264
-19.0,478,15071.496281
-16.0,487,15075.493148
-20.0,417,15078.880417
-18.0,514,15083.144433
-21.0,290,15085.586867
-19.0,543,15090.0255
-21.0,364,15093.009241
-20.0,528,15097.69055
-21.0,526,15102.070878
-17.0,489,15106.105715
-20.0,400,15109.35297
-20.0,486,15113.317795
-20.0,453,15117.008676
-19.0,506,15121.130137
-21.0,440,15124.758512
-20.0,456,15128.498209
-17.0,451,15132.180286
-21.0,424,15135.644411
-20.0,518,15139.880829
-21.0,466,15143.72912
-21.0,404,15146.988318
-21.0,498,15151.095639
-20.0,437,15154.698744
-19.0,565,15159.348495
-19.0,490,15163.338709
-20.0,478,15167.212448
-19.0,464,15171.078198
-20.0,494,15175.130559
-21.0,497,15179.240153
-18.0,451,15182.860858
-21.0,329,15185.736582
-19.0,506,15190.310914
-20.0,402,15194.133968
-21.0,422,15197.935564
-21.0,392,15201.570455
-19.0,433,15205.588856
-19.0,390,15209.049057
-21.0,458,15213.326688
-21.0,465,15217.661005
-18.0,426,15221.642586
-19.0,447,15225.87622
-20.0,432,15229.807978
-19.0,436,15233.876814
-19.0,473,15238.425129
-20.0,474,15242.82904
-21.0,430,15246.810885
-18.0,460,15251.079588
-19.0,491,15255.636693
-19.0,460,15259.910863
-21.0,408,15263.782273
-20.0,476,15268.166916
-20.0,447,15272.142573
-20.0,391,15276.037499
-19.0,466,15280.532865
-20.0,357,15283.737141
-21.0,401,15287.248887
-21.0,368,15290.508601
-20.0,465,15294.677924
-21.0,411,15298.222739
-19.0,438,15302.110048
-21.0,420,15305.988408
-20.0,343,15309.038843
-16.0,579,15314.189289
-20.0,393,15318.257468
-21.0,488,15325.629279
-17.0,474,15331.158297
-18.0,448,15336.238303
-19.0,424,15341.061187
-19.0,400,15345.245123
-20.0,429,15349.703894
-18.0,421,15353.949527
-21.0,463,15358.515936
-19.0,546,15363.944271
-20.0,388,15367.787735
-21.0,389,15371.503987
-18.0,561,15376.938461
-16.0,542,15381.38919
-18.0,585,15386.131629
-21.0,345,15388.992577
-19.0,521,15393.323514
-18.0,507,15397.376769
-18.0,472,15401.267938
-21.0,473,15405.125585
-19.0,531,15409.554444
-20.0,408,15412.821525
-20.0,492,15416.906225
-20.0,439,15420.542175
-19.0,464,15424.354869
-19.0,432,15427.927736
-19.0,467,15431.787575
-21.0,384,15434.927904
-21.0,473,15438.706367
-19.0,516,15442.937952
-21.0,490,15446.918758
-21.0,329,15449.580986
-20.0,371,15452.593634
-20.0,518,15456.850577
-20.0,493,15461.273963
-21.0,459,15464.969588
-21.0,433,15468.500375
-21.0,526,15472.788358
-21.0,379,15475.889329
-20.0,511,15479.994918
-20.0,499,15484.058491
-21.0,519,15488.279273
-21.0,469,15492.392119
-19.0,473,15496.700843
-19.0,469,15500.745158
-21.0,407,15504.586368
-20.0,475,15508.967213
-21.0,382,15512.071331
-19.0,483,15516.071251
-20.0,461,15519.905534
-21.0,485,15523.856029
-20.0,433,15527.40131
-19.0,436,15531.009856
-21.0,431,15534.576514
-21.0,596,15539.421456
-20.0,448,15542.995298
-21.0,407,15546.352301
-18.0,567,15550.935389
-21.0,456,15554.645094
-20.0,466,15558.410266
-18.0,535,15562.805169
-19.0,445,15566.472155
-18.0,468,15570.382859
-19.0,464,15574.144922
-20.0,405,15577.440122
-19.0,520,15581.730209
-21.0,386,15584.89751
-18.0,465,15588.67783
-20.0,503,15592.815772
-21.0,496,15596.888271
-18.0,441,15600.480897
-17.0,657,15605.928532
-19.0,355,15608.813793
-18.0,520,15613.101208
-20.0,425,15616.570126
-20.0,426,15619.970401
-15.0,630,15625.073584
-20.0,498,15629.197502
-19.0,417,15632.631102
-20.0,406,15635.912375
-20.0,484,15639.984065
-20.0,471,15644.219861
-21.0,356,15647.134901
-19.0,524,15651.414464
-20.0,522,15655.699265
-19.0,413,15659.087555
-20.0,403,15662.331864
-19.0,459,15666.265298
-20.0,434,15670.117966
-20.0,392,15673.435626
-20.0,397,15676.698083
-19.0,468,15680.794232
-18.0,557,15685.537346
-21.0,443,15689.258866
-17.0,458,15693.015256
-18.0,513,15697.290129
-21.0,565,15702.082762
-20.0,443,15705.819365
-20.0,527,15710.146041
-18.0,489,15714.157345
-16.0,484,15718.124453
-20.0,471,15722.168832
-21.0,440,15725.846295
-21.0,371,15728.924631
-18.0,560,15733.6866
-20.0,525,15738.090162
-20.0,423,15741.617211
-19.0,498,15745.823793
-20.0,558,15750.382993
-20.0,459,15754.161154
-20.0,492,15758.240131
-21.0,454,15761.952593
-18.0,522,15766.143449
-19.0,531,15770.461594
-21.0,458,15774.203549
-18.0,459,15777.985424
-19.0,510,15782.108681
-20.0,526,15786.442524
-19.0,526,15790.74548
-20.0,438,15794.357414
-21.0,384,15797.427557
-21.0,512,15801.648058
-20.0,341,15804.455155
-20.0,476,15808.412332
-20.0,491,15812.326495
-19.0,497,15816.40102
-20.0,417,15819.844212
-19.0,518,15824.365892
-21.0,508,15828.740257
-19.0,513,15833.308225
-19.0,418,15836.789842
-19.0,507,15840.98547
-20.0,412,15844.545266
-20.0,551,15849.097727
-20.0,381,15852.183193
-19.0,508,15856.301723
-19.0,462,15860.083634
-20.0,412,15863.454622
-20.0,382,15866.590713
-20.0,494,15870.575014
-20.0,451,15874.262525
-18.0,482,15878.167298
-19.0,513,15882.349715
-17.0,469,15886.119385
-20.0,449,15889.869969
-19.0,345,15892.6773
-17.0,567,15897.260992
-19.0,470,15901.041366
-17.0,478,15904.930862
-19.0,444,15908.561852
-19.0,457,15912.221175
-19.0,449,15915.874227
-21.0,416,15919.274414
-19.0,514,15923.431068
-21.0,338,15926.167554
-18.0,518,15930.392391
-21.0,513,15934.584884
-18.0,581,15939.320798
-19.0,435,15942.816074
-18.0,532,15947.200819
-20.0,443,15950.813384
-20.0,443,15954.417119
-20.0,418,15957.784937
-21.0,408,15961.202136
-18.0,486,15965.295322
-21.0,431,15968.908316
-20.0,448,15972.722774
-18.0,490,15976.75779
-20.0,429,15980.464717
-20.0,530,15984.706252
-19.0,502,15988.815124
-19.0,496,15992.885407
-18.0,505,15997.029421
-20.0,553,16001.582466
-18.0,470,16005.478574
-20.0,476,16009.6039
-21.0,416,16013.005877
-19.0,444,16016.551868
-20.0,484,16020.520117
-19.0,402,16023.837619
-21.0,412,16027.186913
-20.0,442,16030.80494
-19.0,486,16034.973124
-19.0,562,16039.709851
-20.0,524,16044.128499
-20.0,460,16047.947235
-20.0,447,16051.625331
-21.0,495,16055.704012
-19.0,618,16060.827559
-18.0,432,16064.348098
-21.0,407,16067.635315
-18.0,521,16071.962152
-21.0,429,16075.461778
-18.0,520,16079.660259
-17.0,542,16084.075441
-18.0,428,16087.611704
-21.0,461,16091.415514
-17.0,589,16096.194708
-19.0,433,16099.685613
-21.0,421,16103.152247
-20.0,355,16106.151554
-18.0,553,16110.67464
-19.0,457,16114.366462
-20.0,476,16118.312414
-20.0,506,16122.470602
-20.0,504,16126.634269
-20.0,539,16130.974836
-17.0,553,16135.497825
-20.0,446,16139.114769
-21.0,486,16143.092593
-21.0,451,16146.745142
-19.0,524,16150.898686
-20.0,531,16155.178429
-18.0,430,16158.751064
-21.0,463,16162.616759
-21.0,424,16166.009651
-20.0,468,16169.793221
-21.0,342,16172.635001
-21.0,400,16176.087018
-18.0,497,16180.193711
-19.0,564,16184.84032
-21.0,386,16188.172025
-19.0,513,16192.45933
-15.0,613,16197.484899
-19.0,514,16201.659865
-21.0,450,16205.332495
-20.0,381,16208.385358
-20.0,376,16211.4827
-20.0,469,16215.630556
-18.0,465,16219.798049
-21.0,304,16222.489938
-20.0,496,16226.68716
-19.0,518,16231.375103
-20.0,444,16235.362722
-21.0,382,16239.095504
-20.0,514,16243.989501
-19.0,508,16248.942933
-20.0,483,16253.104592
-20.0,520,16257.455719
-19.0,455,16261.133516
-21.0,418,16264.646693
-21.0,513,16268.909598
-20.0,482,16273.013667
-18.0,450,16276.760937
-19.0,508,16281.161825
-21.0,470,16285.085809
-21.0,476,16289.049655
-21.0,529,16293.428502
-19.0,467,16297.265721
-21.0,447,16300.945922
-19.0,431,16304.563434
-21.0,421,16308.125157
-20.0,462,16311.910625
-19.0,492,16316.219
-21.0,456,16321.449045
-19.0,544,16327.328206
-20.0,452,16331.761711
-20.0,549,16336.780911
-21.0,461,16340.968385
-18.0,570,16346.093107
-18.0,461,16350.271245
-21.0,462,16354.577763
-19.0,396,16358.271919
-19.0,559,16363.412802
-21.0,419,16367.316772
-21.0,447,16371.400977
-18.0,476,16376.045369
-20.0,513,16382.952707
-20.0,349,16386.227527
-18.0,528,16390.856696
-19.0,480,16395.008235
-20.0,421,16398.759097
-19.0,475,16403.124854
-19.0,476,16407.508298
-18.0,476,16411.643403
-18.0,455,16416.314053
-21.0,341,16419.962902
-21.0,429,16424.033615
-20.0,558,16428.657716
-21.0,449,16432.413372
-21.0,530,16436.873816
-21.0,540,16441.545897
-20.0,440,16445.42841
-20.0,455,16449.231496
-18.0,487,16453.399597
-20.0,379,16456.617627
-20.0,429,16460.250525
-21.0,399,16463.650151
-18.0,499,16467.774948
-20.0,462,16471.718373
-20.0,458,16475.637025
-21.0,476,16479.78344
-21.0,369,16482.862479
-20.0,451,16486.816196
-19.0,512,16491.362511
-19.0,482,16495.333822
-19.0,456,16499.178287
-21.0,406,16502.536277
-21.0,446,16506.216112
-18.0,512,16510.488673
-19.0,481,16514.407013
-19.0,541,16518.882293
-21.0,354,16521.954572
-19.0,481,16525.946881
-19.0,467,16529.821169
-21.0,525,16534.35526
-19.0,464,16538.470273
-20.0,432,16542.607547
-20.0,502,16547.731314
-19.0,533,16553.040264
-20.0,426,16556.714968
-19.0,458,16560.562554
-19.0,519,16565.250872
-20.0,467,16569.143238
-18.0,418,16572.615895
-19.0,455,16576.353033
-20.0,531,16580.851311
-20.0,434,16584.534587
-20.0,448,16588.50915
-20.0,451,16592.378155
-17.0,556,16597.017237
-21.0,536,16601.483327
-18.0,494,16605.553906
-20.0,464,16609.331398
-21.0,464,16613.167475
-18.0,528,16617.557536
-20.0,427,16621.300059
-19.0,447,16625.00847
-19.0,465,16628.954734
-21.0,503,16633.217643
-18.0,452,16636.933814
-16.0,522,16641.153019
-21.0,527,16645.518817
-20.0,569,16650.199422
-19.0,436,16653.862345
-20.0,434,16657.469572
-18.0,460,16661.201141
-19.0,436,16664.798169
-18.0,566,16669.433034
-15.0,552,16673.99971
-19.0,469,16677.923109
-19.0,453,16681.566111
-20.0,468,16685.445562
-19.0,365,16688.660223
-19.0,498,16692.672283
-16.0,493,16696.724639
-20.0,355,16699.664657
-19.0,444,16703.227267
-20.0,544,16707.742395
-19.0,544,16712.313647
-20.0,508,16716.568682
-21.0,509,16720.968679
-21.0,353,16724.107367
-19.0,578,16729.166537
-16.0,612,16734.325928
-18.0,496,16738.647804
-21.0,471,16742.717597
-19.0,475,16747.023801
-18.0,518,16751.432597
-20.0,497,16755.429357
-18.0,535,16759.973961
-17.0,524,16764.341664
-18.0,508,16768.601366
-18.0,491,16772.850796
-19.0,478,16777.038729
-20.0,509,16781.272073
-19.0,508,16785.635767
-20.0,520,16789.907266
-20.0,461,16793.732927
-19.0,503,16797.886226
-20.0,540,16802.389489
-18.0,586,16807.413671
-20.0,502,16811.568025
-17.0,468,16815.522639
-21.0,497,16819.613948
-20.0,582,16824.47701
-21.0,496,16828.602141
-18.0,589,16833.420377
-20.0,440,16837.107619
-21.0,465,16841.072402
-18.0,528,16845.463861
-20.0,555,16850.015979
-20.0,496,16854.064705
-21.0,455,16857.826308
-17.0,496,16861.900227
-20.0,508,16866.195673
-21.0,511,16870.588542
-19.0,518,16874.824293
-19.0,517,16879.105881
-21.0,489,16883.129603
-21.0,499,16887.302279
-18.0,439,16890.972362
-18.0,558,16895.82445
-21.0,397,16899.16542
-18.0,565,16903.931758
-20.0,476,16907.896375
-20.0,487,16911.857467
-20.0,493,16915.886671
-18.0,568,16920.530861
-21.0,426,16924.090579
-20.0,472,16928.292803
-20.0,503,16932.370619
-19.0,467,16936.219835
-19.0,573,16940.977521
-20.0,578,16945.835766
-17.0,531,16950.437813
-15.0,640,16955.750206
-21.0,462,16959.597095
-20.0,508,16963.728113
-20.0,371,16966.78167
-19.0,446,16970.448128
-19.0,571,16975.160319
-18.0,539,16979.669061
-21.0,447,16983.296139
-19.0,573,16988.047716
-21.0,381,16991.220782
-20.0,527,16995.549968
-21.0,528,16999.755449
-20.0,497,17004.011991
-19.0,515,17008.255112
-19.0,449,17012.006261
-21.0,441,17015.531115
-20.0,425,17019.067829
-19.0,476,17023.062015
-20.0,440,17026.810419
-19.0,501,17030.838119
-18.0,522,17035.194946
-19.0,555,17039.713079
-19.0,430,17043.265175
-19.0,466,17046.974324
-21.0,507,17051.050124
-19.0,502,17055.161306
-20.0,423,17058.601105
-19.0,609,17063.549901
-18.0,574,17068.186206
-21.0,528,17072.42832
-21.0,427,17076.027273
-21.0,488,17080.001036
-19.0,532,17084.364976
-18.0,557,17088.861604
-20.0,516,17092.963484
-17.0,518,17097.244855
-21.0,460,17100.985034
-21.0,552,17105.484859
-20.0,493,17110.011007
-21.0,513,17114.360328
-20.0,583,17119.127821
-19.0,492,17123.205205
-18.0,593,17128.08716
-20.0,353,17131.061121
-20.0,491,17135.097409
-18.0,568,17139.788256
-20.0,410,17143.203989
-21.0,569,17147.900282
-19.0,504,17152.044461
-19.0,420,17155.37689
-18.0,489,17159.361939
-19.0,549,17163.848464
-20.0,492,17167.881051
-19.0,512,17172.069307
-19.0,548,17176.509052
-21.0,443,17180.159992
-15.0,543,17184.580742
-19.0,517,17188.846791
-21.0,453,17192.401828
-21.0,470,17196.320785
-19.0,509,17200.540885
-21.0,601,17205.52118
-21.0,444,17209.153338
-20.0,448,17212.752923
-19.0,459,17216.545584
-21.0,501,17220.635122
-18.0,597,17225.540045
-21.0,464,17229.299052
-21.0,501,17233.337308
-20.0,476,17237.301353
-20.0,505,17241.501992
-19.0,538,17246.11119
-19.0,553,17251.06504
-17.0,497,17255.336211
-20.0,487,17259.39058
-20.0,536,17264.017901
-19.0,531,17268.428825
-20.0,504,17272.639222
-19.0,436,17276.221672
-18.0,517,17280.445773
-21.0,516,17284.667055
-19.0,544,17289.163254
-20.0,569,17294.211234
-20.0,483,17298.187634
-19.0,426,17301.585761
-21.0,425,17305.106763
-21.0,562,17309.778129
-21.0,427,17313.30878
-21.0,544,17317.80582
-21.0,530,17322.207256
