#{"t_start": 1740679402.3794188, "env_id": "Pong-v4"}
r,l,t
-17.0,636,17327.440732
-19.0,495,17331.436805
-21.0,387,17334.608683
-21.0,549,17339.136205
-19.0,520,17343.338162
-20.0,454,17347.06799
-21.0,412,17350.472617
-20.0,434,17353.983524
-19.0,591,17358.845435
-19.0,401,17362.137321
-20.0,571,17366.799779
-17.0,584,17371.586485
-19.0,527,17376.076927
-21.0,469,17379.85854
-20.0,527,17384.167764
-20.0,617,17389.205472
-20.0,502,17393.313778
-19.0,542,17397.725271
-21.0,547,17402.221662
-21.0,495,17406.224251
-20.0,588,17410.9762
-19.0,532,17415.332711
-21.0,453,17419.088303
-20.0,531,17423.401245
-18.0,510,17427.554329
-16.0,512,17431.702777
-19.0,495,17435.799883
-21.0,447,17439.58585
-20.0,553,17444.158934
-18.0,540,17448.62449
-20.0,491,17452.532683
-20.0,524,17456.79672
-20.0,588,17461.609828
-19.0,559,17466.156211
-16.0,581,17470.911477
-20.0,458,17475.051778
-21.0,541,17479.485583
-20.0,438,17482.996477
-20.0,518,17487.238522
-19.0,449,17490.96704
-19.0,558,17495.587508
-21.0,526,17499.878061
-18.0,655,17505.248639
-20.0,390,17508.444635
-21.0,595,17513.269122
-20.0,647,17518.534487
-19.0,491,17522.718272
-20.0,494,17526.773793
-18.0,576,17531.534712
-17.0,571,17536.159765
-20.0,431,17539.625548
-19.0,533,17543.989235
-20.0,547,17548.516219
-19.0,536,17552.916514
-18.0,520,17557.151218
-19.0,520,17561.366977
-20.0,513,17565.638771
-20.0,477,17569.566912
-19.0,537,17573.898281
-20.0,551,17578.369184
-19.0,531,17582.699974
-21.0,587,17587.444538
-19.0,610,17592.419657
-20.0,427,17595.941549
-20.0,469,17599.774723
-20.0,611,17604.766824
-21.0,476,17608.523554
-21.0,427,17612.043523
-19.0,576,17616.83636
-21.0,479,17620.856659
-20.0,480,17624.859231
-21.0,456,17628.473611
-19.0,510,17632.673347
-19.0,480,17636.613116
-20.0,460,17640.385907
-19.0,471,17644.317243
-21.0,464,17648.130543
-21.0,473,17652.030873
-20.0,476,17656.235471
-20.0,469,17660.06849
-18.0,531,17664.408063
-21.0,357,17667.383104
-18.0,606,17672.347301
-20.0,511,17676.681892
-17.0,555,17681.128153
-20.0,547,17685.622829
-21.0,425,17689.093503
-20.0,549,17693.594809
-20.0,498,17697.702458
-19.0,511,17701.787928
-21.0,455,17705.547672
-20.0,459,17709.329639
-21.0,407,17712.597702
-16.0,606,17717.545231
-20.0,659,17722.902302
-21.0,464,17726.699555
-20.0,458,17730.502537
-21.0,421,17734.021806
-19.0,585,17738.752434
-20.0,516,17742.953842
-19.0,505,17747.363331
-20.0,440,17751.219958
-19.0,495,17755.250884
-18.0,535,17759.583856
-19.0,396,17762.837079
-18.0,484,17766.793725
-20.0,490,17770.800583
-20.0,454,17774.459471
-21.0,439,17778.120991
-20.0,490,17782.18775
-20.0,479,17786.305016
-20.0,447,17790.0879
-20.0,491,17794.272943
-21.0,486,17798.510299
-20.0,564,17803.235375
-21.0,494,17807.42348
-19.0,461,17811.157913
-19.0,438,17814.781516
-20.0,569,17819.42196
-19.0,564,17824.153064
-18.0,574,17828.892948
-21.0,456,17832.69546
-21.0,471,17836.671309
-19.0,477,17840.903893
-19.0,690,17846.660226
-17.0,608,17851.666241
-18.0,579,17856.37111
-17.0,634,17861.59712
-18.0,557,17866.232514
-19.0,511,17870.558017
-21.0,495,17874.586011
-21.0,489,17878.519819
-21.0,468,17882.339922
-21.0,476,17886.261054
-18.0,596,17891.158129
-21.0,517,17895.411668
-19.0,564,17900.141976
-20.0,541,17904.473747
-20.0,464,17908.278254
-19.0,621,17913.354008
-21.0,435,17916.894902
-21.0,531,17921.263305
-18.0,575,17926.025719
-20.0,524,17930.271241
-21.0,402,17933.60577
-21.0,532,17938.007861
-18.0,472,17941.912138
-20.0,489,17945.98652
-19.0,580,17950.743301
-20.0,398,17954.015015
-21.0,475,17957.879421
-20.0,433,17961.349146
-20.0,443,17965.026245
-20.0,585,17969.765511
-20.0,534,17974.135679
-20.0,534,17978.527452
-20.0,548,17982.941366
-16.0,624,17988.055104
-17.0,540,17992.42537
-20.0,460,17996.147967
-21.0,478,18000.047868
-20.0,502,18004.171197
-20.0,533,18008.46642
-16.0,655,18013.800433
-18.0,504,18018.039013
-19.0,488,18022.665264
-21.0,568,18027.394011
-20.0,422,18031.104882
-17.0,543,18035.711872
-21.0,413,18039.322367
-19.0,526,18043.688815
-20.0,497,18047.87058
-21.0,533,18052.235226
-21.0,471,18056.279655
-17.0,549,18061.25567
-20.0,572,18066.507883
-16.0,501,18071.236559
-19.0,502,18075.614241
-17.0,460,18079.343307
-18.0,423,18082.829791
-21.0,462,18086.598179
-19.0,598,18091.567807
-21.0,535,18095.982323
-20.0,510,18100.302306
-20.0,439,18103.883702
-19.0,466,18107.666512
-16.0,519,18111.940747
-21.0,401,18115.261599
-19.0,520,18119.508092
-19.0,504,18123.50364
-20.0,423,18127.046334
-20.0,539,18131.503895
-19.0,500,18135.589505
-20.0,517,18139.736368
-20.0,531,18144.132668
-17.0,604,18149.099737
-20.0,563,18153.750904
-21.0,416,18157.188124
-17.0,579,18161.949729
-18.0,561,18166.589351
-18.0,518,18170.806237
-20.0,538,18175.247432
-20.0,513,18179.597829
-18.0,494,18183.664641
-20.0,561,18188.345714
-21.0,539,18192.871232
-21.0,497,18196.930394
-20.0,455,18200.763491
-19.0,482,18205.121211
-21.0,429,18208.672385
-19.0,470,18212.612074
-20.0,468,18216.527254
-19.0,451,18220.349232
-19.0,532,18224.778232
-19.0,501,18228.816465
-18.0,513,18233.076211
-19.0,610,18238.059526
-20.0,537,18242.528905
-17.0,620,18247.658838
-18.0,513,18251.91053
-19.0,528,18256.211737
-17.0,519,18260.394168
-20.0,449,18264.099848
-18.0,603,18269.158811
-20.0,602,18274.123049
-18.0,613,18279.167287
-19.0,471,18283.122362
-19.0,597,18288.043539
-21.0,466,18291.849263
-20.0,513,18295.94539
-20.0,516,18300.259029
-21.0,492,18304.322221
-19.0,550,18308.812787
-18.0,463,18312.575058
-20.0,511,18316.710284
-20.0,472,18320.572269
-19.0,557,18325.084101
-21.0,447,18328.790992
-20.0,463,18332.561841
-21.0,538,18337.100425
-20.0,412,18340.794568
-18.0,592,18345.690883
-20.0,544,18350.142775
-19.0,521,18354.374424
-21.0,431,18357.972373
-19.0,484,18361.932767
-20.0,489,18365.98216
-20.0,604,18370.94507
-18.0,516,18375.242465
-20.0,603,18380.196806
-19.0,558,18384.905061
-20.0,563,18389.778566
-20.0,572,18394.534227
-21.0,478,18398.489717
-21.0,561,18403.092608
-19.0,621,18408.19901
-21.0,498,18412.311813
-20.0,615,18417.330396
-20.0,460,18421.119231
-20.0,518,18425.368207
-21.0,440,18428.980766
-20.0,481,18432.870886
-20.0,495,18437.004933
-21.0,434,18440.651088
-18.0,510,18445.088807
-17.0,660,18450.720742
-19.0,602,18455.817813
-19.0,426,18459.508338
-19.0,501,18463.56167
-19.0,487,18467.561076
-20.0,543,18472.034675
-19.0,507,18476.232247
-21.0,465,18480.094641
-21.0,494,18484.080484
-19.0,552,18488.645705
-21.0,556,18493.233822
-21.0,509,18497.377506
-20.0,507,18501.567087
-21.0,476,18505.461045
-18.0,561,18510.039316
-18.0,497,18514.24034
-21.0,543,18518.712135
-18.0,487,18522.815674
-19.0,454,18526.694058
-19.0,587,18531.462947
-21.0,491,18535.50847
-21.0,470,18539.402518
-20.0,469,18543.274545
-18.0,487,18547.384159
-21.0,570,18552.07703
-19.0,472,18555.940053
-20.0,393,18559.19144
-19.0,550,18563.646265
-20.0,454,18567.438654
-18.0,588,18572.480798
-20.0,484,18576.690313
-18.0,567,18581.378698
-21.0,489,18585.402455
-18.0,541,18589.841066
-19.0,566,18594.444162
-20.0,503,18598.513262
-21.0,501,18602.623834
-18.0,550,18607.138381
-19.0,596,18612.550776
-18.0,573,18617.474947
-21.0,412,18620.839268
-19.0,554,18625.357079
-19.0,438,18629.003092
-19.0,590,18633.988592
-19.0,453,18637.833495
-20.0,561,18642.518131
-20.0,484,18646.691285
-21.0,590,18651.54655
-19.0,596,18656.346798
-20.0,522,18660.679873
-20.0,519,18664.999301
-20.0,450,18668.761158
-21.0,443,18672.434188
-21.0,501,18676.524675
-19.0,651,18681.861129
-20.0,636,18687.069196
-19.0,537,18691.501799
-20.0,407,18694.880379
-20.0,522,18699.205385
-18.0,622,18704.282973
-17.0,615,18709.285816
-19.0,570,18713.968054
-19.0,557,18718.595431
-20.0,428,18722.124295
-19.0,518,18726.44929
-20.0,456,18730.207195
-17.0,605,18735.216763
-20.0,556,18739.696495
-17.0,628,18744.887192
-19.0,559,18750.072724
-19.0,706,18756.105457
-20.0,543,18760.530529
-20.0,537,18764.982549
-19.0,555,18769.523011
-20.0,578,18774.30026
-19.0,498,18778.366361
-19.0,526,18782.741621
-20.0,522,18787.031223
-19.0,499,18791.16288
-18.0,594,18796.03053
-18.0,649,18801.367412
-20.0,503,18805.522533
-20.0,523,18809.862988
-21.0,517,18814.132559
-19.0,511,18818.306716
-21.0,462,18822.144888
-19.0,542,18826.657611
-20.0,594,18831.52669
-20.0,551,18836.005812
-21.0,561,18840.591448
-19.0,504,18844.746058
-19.0,484,18848.616455
-17.0,648,18853.918491
-21.0,503,18858.072971
-19.0,568,18862.727505
-19.0,470,18866.612014
-20.0,492,18870.696651
-20.0,591,18875.549252
-19.0,447,18879.20276
-21.0,434,18882.831655
-21.0,493,18886.895299
-18.0,607,18891.829159
-20.0,508,18895.946676
-19.0,482,18899.913769
-18.0,475,18903.820834
-18.0,538,18908.236198
-20.0,451,18911.923007
-19.0,519,18916.163763
-20.0,587,18921.185397
-21.0,469,18925.051412
-20.0,481,18929.077396
-19.0,522,18933.80148
-18.0,599,18938.830986
-20.0,530,18943.133065
-21.0,462,18947.069523
-20.0,405,18950.42499
-19.0,531,18954.816986
-19.0,464,18958.618526
-20.0,489,18962.728034
-21.0,574,18967.432733
-17.0,636,18972.882303
-19.0,517,18977.146737
-21.0,474,18981.086402
-16.0,624,18986.209942
-21.0,517,18990.455691
-19.0,603,18995.431985
-19.0,596,19000.415257
-21.0,487,19004.517247
-20.0,478,19008.482657
-20.0,422,19011.988688
-20.0,561,19016.566979
-16.0,656,19022.004162
-20.0,553,19026.440751
-21.0,495,19030.494906
-20.0,515,19034.90727
-19.0,514,19039.198453
-16.0,569,19043.912995
-21.0,483,19048.01791
-19.0,497,19052.438103
-18.0,610,19057.647636
-18.0,483,19061.677703
-20.0,551,19066.244125
-19.0,490,19070.343541
-19.0,557,19074.929327
-16.0,701,19080.705797
-20.0,486,19084.763126
-18.0,506,19088.897475
-19.0,585,19093.737458
-19.0,541,19098.188082
-20.0,539,19102.682876
-21.0,499,19106.784418
-20.0,502,19110.959404
-19.0,598,19116.308619
-21.0,433,19119.948143
-19.0,484,19124.093567
-20.0,551,19128.731339
-20.0,517,19132.999505
-21.0,507,19137.190237
-19.0,578,19141.971471
-20.0,516,19146.209933
-21.0,495,19150.294605
-21.0,452,19154.096308
-19.0,522,19158.395487
-20.0,520,19162.672059
-19.0,533,19167.055815
-20.0,592,19171.980377
-18.0,545,19176.492939
-21.0,555,19181.106544
-20.0,543,19185.630413
-18.0,561,19190.275279
-21.0,521,19194.538826
-20.0,556,19199.118334
-20.0,578,19203.863429
-19.0,545,19208.388059
-16.0,663,19213.855068
-20.0,543,19218.300283
-16.0,634,19223.540503
-20.0,629,19228.752932
-17.0,550,19233.28933
-19.0,621,19238.433908
-21.0,574,19243.259778
-16.0,472,19247.236844
-20.0,583,19252.062185
-19.0,574,19256.773253
-15.0,667,19262.199062
-20.0,464,19265.980467
-21.0,408,19269.427281
-19.0,531,19273.802645
-20.0,773,19280.142681
-18.0,505,19284.323276
-20.0,576,19289.065882
-20.0,454,19292.904465
-19.0,510,19297.459125
-21.0,513,19301.825769
-20.0,631,19307.073322
-20.0,603,19312.004508
-18.0,476,19315.923678
-19.0,594,19320.740098
-19.0,588,19325.583315
-21.0,570,19330.290798
-19.0,480,19334.259257
-19.0,617,19339.325285
-20.0,566,19343.922785
-21.0,494,19348.053799
-19.0,495,19352.131509
-19.0,598,19357.03615
-18.0,579,19361.766601
-20.0,443,19365.483528
-20.0,603,19370.382577
-19.0,527,19374.771889
-20.0,587,19379.631897
-20.0,439,19383.244134
-18.0,583,19388.107808
-21.0,492,19392.192493
-19.0,569,19396.892264
-19.0,570,19401.451691
-20.0,510,19405.654334
-20.0,512,19409.880358
-21.0,515,19414.167522
-20.0,543,19418.625463
-21.0,478,19422.592697
-19.0,504,19426.81018
-18.0,631,19432.077579
-19.0,552,19436.65994
-19.0,591,19441.54092
-19.0,594,19446.471427
-16.0,572,19451.261913
-21.0,556,19455.815755
-19.0,517,19460.077163
-20.0,576,19464.802908
-20.0,617,19469.851266
-19.0,482,19473.871859
-20.0,660,19479.478078
-21.0,524,19483.931916
-21.0,418,19487.390666
-20.0,554,19491.932163
-17.0,622,19496.993239
-21.0,486,19501.0578
-20.0,495,19505.084331
-16.0,644,19510.329416
-20.0,456,19514.094881
-19.0,591,19518.953405
-20.0,556,19523.489821
-19.0,548,19528.060984
-19.0,464,19531.837397
-19.0,552,19536.427067
-20.0,515,19540.719759
-16.0,571,19545.375767
-21.0,534,19549.78496
-21.0,519,19554.001375
-20.0,516,19558.174787
-19.0,543,19562.537838
-21.0,544,19566.991752
-20.0,459,19570.852413
-19.0,629,19575.972025
-20.0,460,19579.769966
-21.0,443,19583.34827
-20.0,555,19587.91005
-17.0,600,19592.814712
-18.0,571,19597.562959
-18.0,532,19601.95519
-21.0,468,19605.81663
-19.0,640,19611.1571
-17.0,618,19616.328832
-21.0,509,19620.494061
-19.0,515,19624.640214
-21.0,554,19629.183857
-21.0,441,19632.790369
-17.0,578,19637.607868
-17.0,593,19642.435026
-20.0,509,19646.659662
-19.0,578,19651.414921
-18.0,615,19656.423251
-19.0,528,19661.048758
-17.0,627,19666.389888
-21.0,506,19670.554659
-19.0,570,19675.162153
-21.0,539,19679.580546
-21.0,515,19683.845969
-18.0,583,19688.604792
-20.0,599,19693.540186
-19.0,596,19698.36737
-21.0,508,19702.456018
-21.0,532,19706.830138
-19.0,573,19711.497982
-20.0,497,19715.623954
-21.0,513,19719.901878
-21.0,461,19723.688155
-19.0,606,19728.662454
-21.0,556,19733.158532
-19.0,604,19738.085854
-21.0,477,19741.983171
-19.0,553,19746.483278
-21.0,513,19750.747976
-21.0,439,19754.2644
-18.0,605,19759.209783
-21.0,539,19763.604482
-18.0,485,19767.623825
-19.0,525,19771.926826
-21.0,590,19776.807621
-21.0,591,19781.679186
-19.0,605,19786.67249
-17.0,558,19791.178652
-21.0,486,19795.133056
-19.0,558,19799.717921
-17.0,691,19805.365722
-17.0,579,19810.048168
-17.0,577,19814.762487
-20.0,438,19818.418612
-17.0,691,19824.292088
-19.0,457,19828.252335
-18.0,595,19833.389008
-17.0,655,19838.977929
-21.0,518,19843.643107
-19.0,621,19848.887193
-21.0,554,19853.474393
-21.0,417,19856.952178
-19.0,507,19861.086512
-19.0,486,19865.021942
-20.0,472,19868.942151
-21.0,458,19872.705737
-17.0,554,19877.208388
-20.0,454,19880.880617
-21.0,516,19885.111439
-21.0,601,19890.058554
-19.0,526,19894.444517
-20.0,565,19899.084337
-21.0,561,19903.718133
-20.0,444,19907.309037
-19.0,637,19912.527699
-19.0,531,19916.781384
-19.0,536,19921.197477
-20.0,543,19925.731073
-18.0,600,19930.609036
-21.0,488,19934.58235
-19.0,624,19939.683799
-20.0,541,19944.159408
-19.0,537,19948.611253
-20.0,578,19953.281664
-20.0,467,19957.146752
-17.0,671,19962.674032
-21.0,570,19967.390042
-18.0,508,19971.609381
-21.0,549,19976.093341
-20.0,608,19981.392179
-19.0,505,19985.565381
-16.0,607,19990.593582
-19.0,592,19995.512544
-18.0,548,19999.960083
-20.0,542,20004.411668
-21.0,500,20008.526728
-17.0,634,20013.764476
-18.0,570,20018.460738
-18.0,543,20022.93845
-21.0,551,20027.903484
-20.0,459,20031.592462
-19.0,627,20036.719365
-19.0,420,20040.199197
-21.0,527,20044.531021
-17.0,622,20049.591676
-20.0,503,20053.732041
-19.0,607,20058.691169
-19.0,478,20062.558542
-18.0,635,20067.74982
-20.0,604,20072.783945
-19.0,638,20078.329437
-18.0,555,20082.842733
-20.0,501,20086.945097
-20.0,588,20091.752758
-18.0,662,20097.172044
-18.0,577,20101.960086
-21.0,549,20106.455527
-21.0,507,20110.576965
-20.0,538,20114.938009
-20.0,558,20119.418782
-19.0,502,20123.577296
-18.0,681,20129.174163
-19.0,623,20134.425422
-19.0,608,20139.63976
-18.0,699,20145.399574
-21.0,482,20149.426944
-21.0,505,20153.56672
-17.0,515,20157.767632
-20.0,583,20162.529435
-19.0,536,20166.79093
-20.0,620,20171.819603
-20.0,563,20176.454551
-18.0,489,20180.526409
-20.0,608,20185.511555
-17.0,622,20190.824847
-17.0,708,20196.832431
-21.0,408,20200.376404
-19.0,551,20205.006525
-20.0,512,20209.51932
-18.0,588,20214.318019
-20.0,621,20219.454945
-17.0,621,20224.589831
-19.0,581,20229.371538
-20.0,512,20233.547658
-16.0,652,20239.037266
-17.0,549,20243.54541
-19.0,465,20247.507356
-17.0,612,20252.561256
-18.0,526,20257.011869
-18.0,630,20262.175346
-20.0,506,20266.210754
-18.0,481,20270.17172
-20.0,571,20274.828715
-19.0,648,20280.180234
-20.0,554,20284.752145
-21.0,457,20288.518914
-17.0,553,20293.014735
-21.0,549,20297.433854
-17.0,668,20302.903851
-19.0,514,20307.097277
-18.0,615,20312.193363
-15.0,629,20317.375289
-18.0,631,20322.526181
-20.0,566,20327.208263
-19.0,583,20331.967557
-20.0,461,20335.736186
-19.0,527,20340.019141
-19.0,490,20343.964647
-18.0,580,20348.761619
-20.0,553,20353.363768
-18.0,586,20358.181688
-19.0,514,20362.432404
-18.0,476,20366.33603
-21.0,425,20369.747974
-20.0,555,20374.348697
-20.0,526,20378.693204
-19.0,555,20383.28436
-18.0,566,20387.972736
-17.0,641,20393.570612
-16.0,646,20398.828245
-20.0,518,20403.072885
-20.0,509,20407.246818
-20.0,560,20411.75337
-18.0,666,20417.236393
-20.0,529,20421.568372
-20.0,566,20426.266273
-20.0,576,20431.121749
-19.0,606,20436.212696
-20.0,481,20440.204548
-20.0,583,20445.062834
-16.0,670,20450.495793
-19.0,644,20455.781243
-20.0,488,20459.790343
-20.0,666,20465.345522
-19.0,640,20470.707589
-21.0,463,20474.444337
-19.0,578,20479.215959
-19.0,584,20484.022106
-19.0,492,20488.063133
-21.0,712,20493.904094
-20.0,606,20498.914547
-18.0,510,20503.155723
-19.0,569,20507.789675
-21.0,580,20512.570508
-20.0,530,20516.985731
-20.0,505,20521.087847
-21.0,458,20524.865383
-18.0,663,20530.185498
-19.0,487,20534.178332
-19.0,634,20539.368162
-20.0,616,20544.406992
-21.0,480,20548.402161
-16.0,655,20553.719035
-20.0,526,20558.00626
-20.0,526,20562.213317
-21.0,612,20567.240052
-18.0,624,20572.506465
-20.0,508,20576.865663
-21.0,532,20581.236797
-19.0,540,20585.693644
-19.0,665,20591.1445
-19.0,564,20595.756275
-21.0,490,20599.809183
-20.0,572,20604.435781
-18.0,690,20610.183258
-21.0,495,20614.171576
-19.0,495,20618.218526
-19.0,572,20622.893801
-20.0,548,20627.432635
-20.0,559,20631.997349
-17.0,632,20637.140637
-19.0,568,20641.773426
-19.0,519,20645.934126
-18.0,580,20650.664463
-19.0,454,20654.407319
-19.0,496,20658.460771
-20.0,545,20662.978965
-21.0,574,20667.710106
-21.0,477,20671.550342
-18.0,691,20677.16606
-19.0,618,20682.187574
-21.0,491,20686.230225
-21.0,518,20690.521429
-20.0,569,20695.208761
-17.0,591,20700.038571
-19.0,555,20704.574363
-21.0,447,20708.15682
-19.0,503,20712.29741
-20.0,460,20716.106597
-20.0,569,20720.884546
-20.0,471,20724.808114
-17.0,649,20730.142828
-20.0,629,20735.352725
-18.0,600,20740.331267
-19.0,576,20745.074739
-20.0,504,20749.226091
-18.0,617,20754.42439
-18.0,604,20759.588198
-21.0,445,20763.285501
-18.0,547,20767.750566
-20.0,377,20770.784453
-19.0,628,20775.886688
-21.0,473,20779.789601
-20.0,522,20784.139471
-19.0,545,20788.602222
-19.0,578,20793.346089
-20.0,573,20798.097794
-21.0,505,20802.127173
-16.0,731,20808.248813
-19.0,556,20812.789653
-20.0,576,20817.374347
-20.0,444,20821.073797
-20.0,530,20825.446406
-14.0,674,20830.932895
-21.0,499,20835.066358
-20.0,552,20839.599111
-18.0,574,20844.245863
-21.0,492,20848.304755
-14.0,603,20853.223376
-18.0,657,20858.608759
-15.0,601,20863.506003
-20.0,520,20867.77951
-20.0,587,20872.548602
-21.0,608,20877.479833
-21.0,528,20881.935395
-19.0,525,20886.164184
-21.0,504,20890.293556
-19.0,532,20894.658795
-20.0,530,20898.968133
-20.0,569,20903.628543
-19.0,560,20908.276451
-19.0,581,20913.046522
-19.0,648,20918.410939
-19.0,537,20922.81565
-20.0,418,20926.405834
-18.0,588,20931.430561
-21.0,429,20935.083666
-21.0,540,20940.067959
-16.0,600,20945.02662
-20.0,506,20949.235371
-19.0,520,20953.413171
-18.0,606,20958.371665
-19.0,561,20963.065742
-19.0,670,20968.530275
-14.0,567,20973.142313
-18.0,613,20978.129171
-19.0,662,20983.527759
-20.0,489,20987.576292
-21.0,590,20992.396229
-21.0,388,20995.540148
-21.0,558,21000.055614
-20.0,665,21005.466619
-16.0,714,21011.383799
-18.0,621,21016.451615
-17.0,643,21021.701349
-20.0,571,21026.245846
-18.0,630,21031.422697
-19.0,534,21035.801747
-18.0,593,21040.687671
-18.0,585,21045.541531
-17.0,610,21050.575228
-21.0,542,21054.997102
-18.0,615,21059.961082
-17.0,596,21064.807985
-20.0,639,21070.092581
-21.0,537,21074.467329
-19.0,607,21079.37805
-19.0,548,21083.784311
-20.0,621,21088.785239
-20.0,661,21094.284734
-19.0,563,21098.798386
-18.0,536,21103.124058
-19.0,557,21107.705041
-19.0,668,21113.105444
-21.0,591,21118.108373
-21.0,484,21122.590132
-21.0,516,21127.079363
-18.0,566,21131.866479
-18.0,626,21137.176279
-20.0,608,21142.167588
-21.0,509,21146.340373
-19.0,620,21151.359922
-20.0,537,21155.741091
-19.0,550,21160.256547
-21.0,470,21164.155779
-19.0,530,21168.4907
-18.0,616,21173.434746
-21.0,608,21178.431925
-18.0,485,21182.360592
-20.0,591,21187.135167
-21.0,623,21192.188059
-20.0,529,21196.540339
-20.0,532,21200.912445
-21.0,594,21205.858114
-21.0,451,21209.560686
-19.0,690,21215.54808
-18.0,620,21220.677744
-20.0,526,21225.05159
-20.0,692,21230.723867
-20.0,483,21234.696925
-20.0,548,21239.113847
-20.0,421,21242.608113
-21.0,493,21246.767002
-18.0,716,21252.98273
-19.0,555,21257.659164
-21.0,446,21261.477928
-17.0,632,21266.68773
-21.0,602,21271.61468
-20.0,618,21276.681664
-19.0,597,21281.586249
-19.0,647,21286.863215
-18.0,631,21291.92794
